start_ts,weather_conditions,duration_seconds
2017-11-18 18:00:00,Good,2056.0
2017-11-11 10:00:00,Good,1473.0
2017-11-11 14:00:00,Good,2340.0
2017-11-04 16:00:00,Bad,3180.0
2017-11-04 11:00:00,Good,2220.0
2017-11-18 14:00:00,Good,3540.0
2017-11-04 14:00:00,Good,2778.0
2017-11-18 06:00:00,Good,1420.0
2017-11-11 21:00:00,Good,1920.0
2017-11-04 14:00:00,Good,3480.0
2017-11-25 20:00:00,Good,1980.0
2017-11-18 10:00:00,Bad,2055.0
2017-11-11 12:00:00,Good,2240.0
2017-11-11 15:00:00,Good,2380.0
2017-11-11 17:00:00,Good,2160.0
2017-11-04 08:00:00,Good,1539.0
2017-11-25 10:00:00,Good,1591.0
2017-11-18 14:00:00,Good,2588.0
2017-11-11 03:00:00,Good,1162.0
2017-11-11 09:00:00,Good,0.0
2017-11-18 09:00:00,Bad,1260.0
2017-11-18 13:00:00,Bad,2940.0
2017-11-18 16:00:00,Bad,2340.0
2017-11-18 12:00:00,Bad,2220.0
2017-11-11 07:00:00,Good,0.0
2017-11-04 22:00:00,Good,1380.0
2017-11-04 12:00:00,Good,2220.0
2017-11-25 11:00:00,Good,1140.0
2017-11-11 10:00:00,Good,1239.0
2017-11-04 08:00:00,Good,1380.0
2017-11-04 14:00:00,Good,2820.0
2017-11-04 14:00:00,Good,3060.0
2017-11-04 16:00:00,Bad,3130.0
2017-11-18 15:00:00,Good,2877.0
2017-11-18 12:00:00,Bad,2934.0
2017-11-11 06:00:00,Good,1260.0
2017-11-04 16:00:00,Bad,3270.0
2017-11-18 19:00:00,Good,1860.0
2017-11-11 11:00:00,Good,2054.0
2017-11-11 16:00:00,Good,2293.0
2017-11-11 06:00:00,Good,1500.0
2017-11-04 15:00:00,Good,2880.0
2017-11-25 09:00:00,Good,1473.0
2017-11-25 04:00:00,Good,1384.0
2017-11-04 10:00:00,Good,2525.0
2017-11-04 08:00:00,Good,1323.0
2017-11-04 08:00:00,Good,1323.0
2017-11-04 12:00:00,Good,2160.0
2017-11-18 08:00:00,Bad,1500.0
2017-11-25 05:00:00,Good,1487.0
2017-11-04 06:00:00,Good,1020.0
2017-11-11 07:00:00,Good,1140.0
2017-11-18 10:00:00,Bad,1440.0
2017-11-04 10:00:00,Good,1883.0
2017-11-11 14:00:00,Good,2225.0
2017-11-18 11:00:00,Good,2415.0
2017-11-04 14:00:00,Good,3411.0
2017-11-18 12:00:00,Bad,2571.0
2017-11-04 12:00:00,Good,2640.0
2017-11-18 00:00:00,Bad,480.0
2017-11-18 19:00:00,Good,0.0
2017-11-11 10:00:00,Good,1414.0
2017-11-11 12:00:00,Good,1981.0
2017-11-11 08:00:00,Good,1200.0
2017-11-04 11:00:00,Good,2160.0
2017-11-11 15:00:00,Good,2400.0
2017-11-11 20:00:00,Good,1500.0
2017-11-18 14:00:00,Good,3660.0
2017-11-25 14:00:00,Good,1740.0
2017-11-04 18:00:00,Bad,2580.0
2017-11-11 16:00:00,Good,2940.0
2017-11-11 09:00:00,Good,1260.0
2017-11-04 08:00:00,Good,1380.0
2017-11-18 15:00:00,Good,3600.0
2017-11-18 17:00:00,Bad,2100.0
2017-11-18 07:00:00,Bad,1366.0
2017-11-04 10:00:00,Good,1717.0
2017-11-04 12:00:00,Good,2441.0
2017-11-04 10:00:00,Good,2479.0
2017-11-11 10:00:00,Good,1439.0
2017-11-04 06:00:00,Good,1207.0
2017-11-11 13:00:00,Good,1680.0
2017-11-18 06:00:00,Good,1440.0
2017-11-18 07:00:00,Bad,1560.0
2017-11-04 10:00:00,Good,2112.0
2017-11-11 15:00:00,Good,2160.0
2017-11-11 09:00:00,Good,1380.0
2017-11-04 07:00:00,Good,1200.0
2017-11-04 11:00:00,Good,2328.0
2017-11-04 18:00:00,Bad,2580.0
2017-11-04 05:00:00,Good,1620.0
2017-11-04 05:00:00,Good,1217.0
2017-11-11 08:00:00,Good,1237.0
2017-11-11 07:00:00,Good,1074.0
2017-11-18 11:00:00,Good,2120.0
2017-11-18 08:00:00,Bad,1404.0
2017-11-11 10:00:00,Good,1243.0
2017-11-18 05:00:00,Good,1226.0
2017-11-11 11:00:00,Good,2100.0
2017-11-11 05:00:00,Good,1320.0
2017-11-25 05:00:00,Good,1123.0
2017-11-11 05:00:00,Good,1504.0
2017-11-04 06:00:00,Good,1439.0
2017-11-18 16:00:00,Bad,2811.0
2017-11-18 11:00:00,Good,2094.0
2017-11-11 06:00:00,Good,1430.0
2017-11-11 06:00:00,Good,1260.0
2017-11-11 10:00:00,Good,1421.0
2017-11-18 12:00:00,Bad,3026.0
2017-11-04 10:00:00,Good,2006.0
2017-11-04 14:00:00,Good,3120.0
2017-11-25 12:00:00,Good,1380.0
2017-11-11 06:00:00,Good,1415.0
2017-11-18 13:00:00,Bad,3390.0
2017-11-18 14:00:00,Good,2994.0
2017-11-11 10:00:00,Good,1476.0
2017-11-11 11:00:00,Good,1620.0
2017-11-04 17:00:00,Bad,2640.0
2017-11-04 07:00:00,Good,1380.0
2017-11-25 12:00:00,Good,1332.0
2017-11-04 14:00:00,Good,2760.0
2017-11-04 17:00:00,Bad,2940.0
2017-11-25 12:00:00,Good,1260.0
2017-11-04 02:00:00,Good,2956.0
2017-11-11 04:00:00,Good,1304.0
2017-11-25 10:00:00,Good,1676.0
2017-11-11 06:00:00,Good,1380.0
2017-11-18 12:00:00,Bad,2700.0
2017-11-04 11:00:00,Good,2700.0
2017-11-04 06:00:00,Good,2928.0
2017-11-11 06:00:00,Good,3332.0
2017-11-04 13:00:00,Good,3008.0
2017-11-18 12:00:00,Bad,4980.0
2017-11-18 04:00:00,Good,1737.0
2017-11-18 06:00:00,Good,1380.0
2017-11-04 05:00:00,Good,1365.0
2017-11-25 06:00:00,Good,2842.0
2017-11-11 11:00:00,Good,1680.0
2017-11-11 10:00:00,Good,1872.0
2017-11-04 18:00:00,Bad,2255.0
2017-11-11 06:00:00,Good,1320.0
2017-11-04 16:00:00,Bad,2620.0
2017-11-04 12:00:00,Good,2740.0
2017-11-11 06:00:00,Good,1498.0
2017-11-11 09:00:00,Good,1443.0
2017-11-11 10:00:00,Good,1200.0
2017-11-04 12:00:00,Good,2460.0
2017-11-11 07:00:00,Good,1440.0
2017-11-18 06:00:00,Good,1680.0
2017-11-04 14:00:00,Good,3360.0
2017-11-11 08:00:00,Good,1404.0
2017-11-18 15:00:00,Good,3660.0
2017-11-04 17:00:00,Bad,2640.0
2017-11-04 16:00:00,Bad,2981.0
2017-11-25 07:00:00,Good,1363.0
2017-11-04 09:00:00,Good,1839.0
2017-11-04 06:00:00,Good,1500.0
2017-11-11 07:00:00,Good,1500.0
2017-11-18 11:00:00,Good,2412.0
2017-11-18 14:00:00,Good,3780.0
2017-11-11 18:00:00,Good,3900.0
2017-11-04 12:00:00,Good,2897.0
2017-11-18 06:00:00,Good,1201.0
2017-11-04 10:00:00,Good,2444.0
2017-11-11 12:00:00,Good,1860.0
2017-11-04 12:00:00,Good,2460.0
2017-11-04 18:00:00,Bad,2220.0
2017-11-04 16:00:00,Bad,2995.0
2017-11-25 11:00:00,Good,1643.0
2017-11-11 11:00:00,Good,1530.0
2017-11-11 06:00:00,Good,1441.0
2017-11-04 11:00:00,Good,2425.0
2017-11-11 05:00:00,Good,1386.0
2017-11-25 18:00:00,Good,2280.0
2017-11-18 13:00:00,Bad,3317.0
2017-11-25 14:00:00,Good,1758.0
2017-11-04 14:00:00,Good,3000.0
2017-11-04 06:00:00,Good,1496.0
2017-11-18 14:00:00,Good,2940.0
2017-11-11 11:00:00,Good,1740.0
2017-11-04 12:00:00,Good,3057.0
2017-11-04 11:00:00,Good,2611.0
2017-11-04 14:00:00,Good,3887.0
2017-11-04 12:00:00,Good,2400.0
2017-11-25 09:00:00,Good,1320.0
2017-11-11 09:00:00,Good,1623.0
2017-11-11 10:00:00,Good,1554.0
2017-11-25 06:00:00,Good,1391.0
2017-11-04 07:00:00,Good,1140.0
2017-11-11 06:00:00,Good,1260.0
2017-11-18 06:00:00,Good,1740.0
2017-11-11 08:00:00,Good,1380.0
2017-11-11 10:00:00,Good,1560.0
2017-11-04 16:00:00,Bad,2880.0
2017-11-25 16:00:00,Good,1620.0
2017-11-11 17:00:00,Good,2040.0
2017-11-18 08:00:00,Bad,1440.0
2017-11-25 15:00:00,Good,1672.0
2017-11-11 16:00:00,Good,2141.0
2017-11-11 06:00:00,Good,1260.0
2017-11-04 17:00:00,Bad,2880.0
2017-11-11 17:00:00,Good,2271.0
2017-11-11 18:00:00,Good,2606.0
2017-11-11 17:00:00,Good,2460.0
2017-11-11 12:00:00,Good,1800.0
2017-11-04 06:00:00,Good,1547.0
2017-11-11 08:00:00,Good,1320.0
2017-11-11 17:00:00,Good,2580.0
2017-11-11 14:00:00,Good,2280.0
2017-11-25 18:00:00,Good,4140.0
2017-11-25 11:00:00,Good,7440.0
2017-11-11 16:00:00,Good,2400.0
2017-11-04 16:00:00,Bad,2618.0
2017-11-04 05:00:00,Good,1320.0
2017-11-18 16:00:00,Bad,2820.0
2017-11-18 16:00:00,Bad,2820.0
2017-11-04 14:00:00,Good,2940.0
2017-11-04 14:00:00,Good,2940.0
2017-11-11 15:00:00,Good,2274.0
2017-11-04 07:00:00,Good,1440.0
2017-11-11 10:00:00,Good,1709.0
2017-11-04 12:00:00,Good,2761.0
2017-11-11 14:00:00,Good,2400.0
2017-11-11 11:00:00,Good,1620.0
2017-11-11 06:00:00,Good,1354.0
2017-11-04 06:00:00,Good,1473.0
2017-11-11 09:00:00,Good,1200.0
2017-11-11 11:00:00,Good,1596.0
2017-11-04 19:00:00,Good,2037.0
2017-11-04 14:00:00,Good,3180.0
2017-11-25 15:00:00,Good,2040.0
2017-11-11 20:00:00,Good,1980.0
2017-11-11 04:00:00,Good,1620.0
2017-11-18 08:00:00,Bad,1680.0
2017-11-04 08:00:00,Good,1686.0
2017-11-18 14:00:00,Good,2940.0
2017-11-11 07:00:00,Good,1261.0
2017-11-18 12:00:00,Bad,2640.0
2017-11-11 11:00:00,Good,1140.0
2017-11-11 14:00:00,Good,2040.0
2017-11-11 11:00:00,Good,1440.0
2017-11-04 12:00:00,Good,2520.0
2017-11-04 16:00:00,Bad,3000.0
2017-11-11 06:00:00,Good,1380.0
2017-11-18 10:00:00,Bad,1610.0
2017-11-25 12:00:00,Good,1708.0
2017-11-18 05:00:00,Good,1422.0
2017-11-25 12:00:00,Good,1500.0
2017-11-18 10:00:00,Bad,1740.0
2017-11-04 14:00:00,Good,2982.0
2017-11-18 07:00:00,Bad,1322.0
2017-11-04 16:00:00,Bad,2894.0
2017-11-25 07:00:00,Good,1217.0
2017-11-04 17:00:00,Bad,2340.0
2017-11-11 17:00:00,Good,2640.0
2017-11-11 06:00:00,Good,1560.0
2017-11-04 14:00:00,Good,3427.0
2017-11-04 11:00:00,Good,2418.0
2017-11-04 18:00:00,Bad,2458.0
2017-11-11 14:00:00,Good,2400.0
2017-11-11 12:00:00,Good,1961.0
2017-11-11 18:00:00,Good,2885.0
2017-11-04 06:00:00,Good,1293.0
2017-11-11 08:00:00,Good,1320.0
2017-11-11 11:00:00,Good,1320.0
2017-11-04 15:00:00,Good,3615.0
2017-11-04 16:00:00,Bad,3420.0
2017-11-11 06:00:00,Good,1270.0
2017-11-11 07:00:00,Good,1335.0
2017-11-11 04:00:00,Good,1219.0
2017-11-18 05:00:00,Good,1336.0
2017-11-25 06:00:00,Good,1331.0
2017-11-11 09:00:00,Good,1571.0
2017-11-25 12:00:00,Good,2286.0
2017-11-04 07:00:00,Good,1563.0
2017-11-25 11:00:00,Good,1541.0
2017-11-25 11:00:00,Good,1680.0
2017-11-11 18:00:00,Good,3180.0
2017-11-11 04:00:00,Good,1338.0
2017-11-11 08:00:00,Good,1440.0
2017-11-11 13:00:00,Good,420.0
2017-11-11 07:00:00,Good,1440.0
2017-11-11 07:00:00,Good,1443.0
2017-11-11 12:00:00,Good,2700.0
2017-11-25 06:00:00,Good,1372.0
2017-11-04 10:00:00,Good,2286.0
2017-11-04 08:00:00,Good,1421.0
2017-11-04 13:00:00,Good,3203.0
2017-11-11 07:00:00,Good,1419.0
2017-11-11 14:00:00,Good,2220.0
2017-11-18 05:00:00,Good,1346.0
2017-11-25 12:00:00,Good,1553.0
2017-11-25 15:00:00,Good,2204.0
2017-11-04 14:00:00,Good,3528.0
2017-11-11 13:00:00,Good,2262.0
2017-11-11 14:00:00,Good,2100.0
2017-11-11 08:00:00,Good,1380.0
2017-11-11 13:00:00,Good,2091.0
2017-11-11 08:00:00,Good,1205.0
2017-11-18 03:00:00,Good,1259.0
2017-11-18 04:00:00,Good,1134.0
2017-11-04 10:00:00,Good,2694.0
2017-11-04 12:00:00,Good,2410.0
2017-11-11 09:00:00,Good,1440.0
2017-11-18 11:00:00,Good,2520.0
2017-11-18 10:00:00,Bad,1560.0
2017-11-11 06:00:00,Good,1200.0
2017-11-25 15:00:00,Good,2220.0
2017-11-25 17:00:00,Good,2160.0
2017-11-25 12:00:00,Good,1620.0
2017-11-04 10:00:00,Good,1860.0
2017-11-04 16:00:00,Bad,2820.0
2017-11-04 13:00:00,Good,3394.0
2017-11-11 14:00:00,Good,2820.0
2017-11-11 14:00:00,Good,2820.0
2017-11-11 10:00:00,Good,1560.0
2017-11-11 10:00:00,Good,1560.0
2017-11-11 12:00:00,Good,1968.0
2017-11-04 05:00:00,Good,1200.0
2017-11-04 10:00:00,Good,1860.0
2017-11-11 06:00:00,Good,1380.0
2017-11-11 18:00:00,Good,2460.0
2017-11-04 19:00:00,Good,1602.0
2017-11-25 07:00:00,Good,1409.0
2017-11-25 13:00:00,Good,1740.0
2017-11-11 17:00:00,Good,2460.0
2017-11-11 06:00:00,Good,1310.0
2017-11-18 07:00:00,Bad,1594.0
2017-11-11 14:00:00,Good,2412.0
2017-11-11 17:00:00,Good,2193.0
2017-11-11 09:00:00,Good,1874.0
2017-11-18 15:00:00,Good,2983.0
2017-11-04 14:00:00,Good,3540.0
2017-11-11 14:00:00,Good,2340.0
2017-11-11 07:00:00,Good,1200.0
2017-11-25 19:00:00,Good,2280.0
2017-11-11 11:00:00,Good,1380.0
2017-11-11 16:00:00,Good,2760.0
2017-11-18 15:00:00,Good,3000.0
2017-11-18 13:00:00,Bad,2700.0
2017-11-04 12:00:00,Good,3000.0
2017-11-18 13:00:00,Bad,3480.0
2017-11-04 17:00:00,Bad,2040.0
2017-11-18 10:00:00,Bad,1680.0
2017-11-11 14:00:00,Good,2280.0
2017-11-04 13:00:00,Good,2820.0
2017-11-18 12:00:00,Bad,2880.0
2017-11-04 16:00:00,Bad,2280.0
2017-11-11 15:00:00,Good,2285.0
2017-11-11 05:00:00,Good,1301.0
2017-11-18 12:00:00,Bad,3480.0
2017-11-18 16:00:00,Bad,2940.0
2017-11-18 16:00:00,Bad,2760.0
2017-11-18 10:00:00,Bad,1260.0
2017-11-11 11:00:00,Good,1736.0
2017-11-11 12:00:00,Good,2351.0
2017-11-11 16:00:00,Good,2220.0
2017-11-11 14:00:00,Good,2733.0
2017-11-04 17:00:00,Bad,2040.0
2017-11-11 17:00:00,Good,2100.0
2017-11-04 12:00:00,Good,2460.0
2017-11-18 13:00:00,Bad,2460.0
2017-11-04 14:00:00,Good,3510.0
2017-11-04 13:00:00,Good,2460.0
2017-11-11 16:00:00,Good,2560.0
2017-11-11 14:00:00,Good,2040.0
2017-11-11 06:00:00,Good,1277.0
2017-11-04 20:00:00,Good,2220.0
2017-11-18 14:00:00,Good,2760.0
2017-11-04 14:00:00,Good,3286.0
2017-11-11 15:00:00,Good,2800.0
2017-11-11 05:00:00,Good,1362.0
2017-11-04 12:00:00,Good,2577.0
2017-11-04 14:00:00,Good,3261.0
2017-11-04 17:00:00,Bad,2580.0
2017-11-04 09:00:00,Good,1878.0
2017-11-04 10:00:00,Good,2697.0
2017-11-04 15:00:00,Good,3351.0
2017-11-25 09:00:00,Good,1513.0
2017-11-18 06:00:00,Good,1260.0
2017-11-18 08:00:00,Bad,1500.0
2017-11-04 11:00:00,Good,1800.0
2017-11-11 06:00:00,Good,1395.0
2017-11-18 05:00:00,Good,1977.0
2017-11-04 06:00:00,Good,1620.0
2017-11-18 08:00:00,Bad,1740.0
2017-11-25 10:00:00,Good,1440.0
2017-11-18 12:00:00,Bad,2220.0
2017-11-18 17:00:00,Bad,2133.0
2017-11-18 16:00:00,Bad,3240.0
2017-11-04 11:00:00,Good,2895.0
2017-11-11 06:00:00,Good,1380.0
2017-11-11 12:00:00,Good,2122.0
2017-11-11 10:00:00,Good,1432.0
2017-11-11 16:00:00,Good,2427.0
2017-11-04 12:00:00,Good,2700.0
2017-11-11 12:00:00,Good,1860.0
2017-11-04 05:00:00,Good,1200.0
2017-11-18 11:00:00,Good,1980.0
2017-11-18 06:00:00,Good,1500.0
2017-11-04 10:00:00,Good,1980.0
2017-11-04 14:00:00,Good,3059.0
2017-11-11 11:00:00,Good,1832.0
2017-11-04 08:00:00,Good,1757.0
2017-11-04 15:00:00,Good,3396.0
2017-11-18 12:00:00,Bad,3461.0
2017-11-04 10:00:00,Good,2333.0
2017-11-11 13:00:00,Good,2103.0
2017-11-04 01:00:00,Good,0.0
2017-11-11 12:00:00,Good,2330.0
2017-11-25 16:00:00,Good,2563.0
2017-11-11 07:00:00,Good,1203.0
2017-11-04 16:00:00,Bad,2761.0
2017-11-11 12:00:00,Good,2029.0
2017-11-04 06:00:00,Good,1351.0
2017-11-11 14:00:00,Good,2640.0
2017-11-11 06:00:00,Good,1380.0
2017-11-04 07:00:00,Good,1260.0
2017-11-04 10:00:00,Good,1975.0
2017-11-11 06:00:00,Good,1200.0
2017-11-11 05:00:00,Good,1296.0
2017-11-04 04:00:00,Good,1440.0
2017-11-11 08:00:00,Good,1440.0
2017-11-11 12:00:00,Good,2133.0
2017-11-18 12:00:00,Bad,2580.0
2017-11-18 15:00:00,Good,2889.0
2017-11-04 08:00:00,Good,1800.0
2017-11-18 10:00:00,Bad,2280.0
2017-11-25 17:00:00,Good,2340.0
2017-11-18 07:00:00,Bad,1380.0
2017-11-04 11:00:00,Good,2531.0
2017-11-11 08:00:00,Good,1500.0
2017-11-04 18:00:00,Bad,2280.0
2017-11-04 17:00:00,Bad,2580.0
2017-11-11 14:00:00,Good,3614.0
2017-11-18 14:00:00,Good,2722.0
2017-11-04 13:00:00,Good,3420.0
2017-11-11 08:00:00,Good,1320.0
2017-11-04 17:00:00,Bad,2330.0
2017-11-11 16:00:00,Good,4980.0
2017-11-11 07:00:00,Good,1320.0
2017-11-18 06:00:00,Good,1800.0
2017-11-18 08:00:00,Bad,1620.0
2017-11-04 14:00:00,Good,3240.0
2017-11-04 18:00:00,Bad,2580.0
2017-11-18 12:00:00,Bad,2606.0
2017-11-04 12:00:00,Good,2460.0
2017-11-18 14:00:00,Good,2825.0
2017-11-11 10:00:00,Good,1622.0
2017-11-11 12:00:00,Good,2015.0
2017-11-11 08:00:00,Good,1417.0
2017-11-04 12:00:00,Good,3420.0
2017-11-11 15:00:00,Good,2280.0
2017-11-04 06:00:00,Good,1282.0
2017-11-11 15:00:00,Good,3094.0
2017-11-04 16:00:00,Bad,3180.0
2017-11-04 12:00:00,Good,2520.0
2017-11-25 03:00:00,Good,1374.0
2017-11-11 16:00:00,Good,2220.0
2017-11-11 08:00:00,Good,1140.0
2017-11-18 14:00:00,Good,2757.0
2017-11-04 15:00:00,Good,3420.0
2017-11-18 10:00:00,Bad,1260.0
2017-11-11 16:00:00,Good,2213.0
2017-11-11 09:00:00,Good,1344.0
2017-11-11 07:00:00,Good,1243.0
2017-11-11 12:00:00,Good,1794.0
2017-11-11 15:00:00,Good,2700.0
2017-11-11 08:00:00,Good,1320.0
2017-11-04 10:00:00,Good,1620.0
2017-11-04 14:00:00,Good,3460.0
2017-11-04 16:00:00,Bad,3000.0
2017-11-04 16:00:00,Bad,3300.0
2017-11-04 12:00:00,Good,2760.0
2017-11-11 14:00:00,Good,2340.0
2017-11-25 14:00:00,Good,6420.0
2017-11-11 10:00:00,Good,1200.0
2017-11-25 18:00:00,Good,2345.0
2017-11-04 20:00:00,Good,1860.0
2017-11-11 12:00:00,Good,1620.0
2017-11-11 08:00:00,Good,1740.0
2017-11-04 16:00:00,Bad,3540.0
2017-11-04 08:00:00,Good,1260.0
2017-11-11 04:00:00,Good,1140.0
2017-11-18 07:00:00,Bad,1200.0
2017-11-04 06:00:00,Good,1472.0
2017-11-11 06:00:00,Good,1280.0
2017-11-18 12:00:00,Bad,2877.0
2017-11-11 10:00:00,Good,1412.0
2017-11-25 08:00:00,Good,1260.0
2017-11-04 06:00:00,Good,1260.0
2017-11-11 15:00:00,Good,2196.0
2017-11-18 14:00:00,Good,3480.0
2017-11-11 14:00:00,Good,2400.0
2017-11-18 07:00:00,Bad,1608.0
2017-11-25 16:00:00,Good,2091.0
2017-11-04 18:00:00,Bad,2332.0
2017-11-11 14:00:00,Good,2100.0
2017-11-11 12:00:00,Good,1980.0
2017-11-25 16:00:00,Good,2203.0
2017-11-11 14:00:00,Good,2040.0
2017-11-18 18:00:00,Good,2460.0
2017-11-11 13:00:00,Good,4380.0
2017-11-25 23:00:00,Good,1500.0
2017-11-11 18:00:00,Good,2675.0
2017-11-04 13:00:00,Good,2640.0
2017-11-18 10:00:00,Bad,2333.0
2017-11-18 14:00:00,Good,3172.0
2017-11-04 17:00:00,Bad,2340.0
2017-11-11 10:00:00,Good,1516.0
2017-11-04 14:00:00,Good,3840.0
2017-11-04 08:00:00,Good,1260.0
2017-11-11 06:00:00,Good,1440.0
2017-11-11 08:00:00,Good,1260.0
2017-11-18 12:00:00,Bad,2700.0
2017-11-18 05:00:00,Good,1320.0
