last_price,bedrooms,kitchen_area,living_area,total_area,balconies,ceiling_height,floors_total,floor,bike_parking,is_studio,is_open_plan,airport_dist,city_center_dist
268000.0,3,12.0,54.0,90.0,2,3.0,5,4,0,0,0,24331,2879
170000.0,3,15.0,55.0,80.0,0,2.84,4,4,0,0,0,20954,675
135455.24,1,15.3,20.4,56.4,0,2.7,11,8,0,0,0,23609,5299
156000.0,3,9.0,56.0,82.0,0,3.0,5,4,0,0,0,26758,5605
78000.0,1,7.0,19.5,36.4,2,2.7,12,4,0,0,0,33736,14037
91000.0,2,8.0,31.5,55.0,0,2.57,9,7,0,0,0,33152,11112
166000.0,3,15.9,53.4,90.3,2,3.07,9,9,0,0,0,30672,11542
115000.0,1,10.8,18.0,43.2,1,2.67,16,6,0,0,0,14800,11490
91500.0,3,6.4,42.0,59.0,2,2.5,9,1,0,0,0,50322,15264
109800.0,2,8.3,33.0,56.0,1,2.9,5,5,0,0,0,13869,8872
129000.0,1,14.0,27.0,56.0,2,3.0,12,6,0,0,0,16285,6303
96000.0,2,8.0,28.0,49.0,0,2.55,12,3,0,0,0,48722,16183
69800.0,2,8.0,28.31,42.45,0,2.51,8,7,0,0,0,19420,15580
114000.0,3,11.0,42.0,69.3,0,2.65,12,1,0,0,0,36223,16525
62000.0,1,8.3,15.8,35.5,2,2.7,10,5,0,0,0,12881,12103
119000.0,3,7.0,46.7,90.0,0,2.6,12,12,0,0,0,50050,13292
103000.0,3,5.4,36.4,58.7,1,2.5,9,5,0,0,0,16949,12995
110000.0,3,6.3,48.0,67.0,0,2.5,9,4,0,0,0,49574,16461
118000.0,3,6.4,39.3,60.1,0,2.6,5,5,0,0,0,43446,13627
5784768.0,2,30.2,63.7,187.5,0,3.37,6,6,0,0,0,22494,1073
282000.0,4,18.3,69.3,109.2,1,3.27,6,4,0,0,0,25830,4624
60600.0,1,8.5,17.6,33.4,1,2.65,9,9,0,0,0,33134,14298
94000.0,2,13.8,26.0,61.3,1,2.75,18,6,0,0,0,41924,21240
86000.0,1,8.0,16.0,33.0,2,2.6,19,8,0,0,0,33695,14794
150000.0,2,8.0,34.0,55.0,0,3.2,5,5,0,0,0,27236,4579
90000.0,3,6.3,43.4,66.1,0,2.6,9,3,0,0,0,48984,16823
77000.0,1,7.5,13.8,35.4,2,2.65,12,4,0,0,0,9569,11687
68000.0,2,10.0,36.0,57.0,0,2.8,3,1,0,0,0,27908,6755
79800.0,1,9.7,17.9,36.8,0,2.8,14,14,0,0,0,41570,11703
92000.0,2,7.7,30.2,45.8,0,2.6,9,1,0,0,0,10333,12688
299800.0,5,22.0,100.0,160.0,0,3.56,6,2,0,0,0,24086,4653
75000.0,4,5.3,37.1,49.0,0,2.5,5,5,0,0,0,11900,12386
106000.0,2,8.0,29.9,57.0,0,2.5,9,5,0,0,0,47677,16136
75800.0,1,7.0,20.0,37.0,2,2.5,9,7,0,0,0,51029,15041
199000.0,2,8.0,39.7,61.2,0,3.17,7,2,0,0,0,9740,10123
193800.0,4,9.0,71.9,98.0,0,3.0,5,5,0,0,0,38809,8069
70000.0,1,6.1,16.0,28.8,0,2.65,9,2,0,0,0,36294,10652
174000.0,2,14.2,33.0,71.0,2,3.0,25,19,0,0,0,51468,15925
134000.0,2,10.0,35.0,62.0,1,2.6,14,10,0,0,0,28858,11813
290000.0,2,39.0,23.3,85.0,0,3.1,20,7,0,0,0,10015,10263
97700.0,2,13.0,28.0,62.0,2,2.75,18,12,0,0,0,42298,21614
270000.0,3,18.0,80.0,104.0,0,2.7,15,3,0,0,0,12378,14969
220000.0,3,8.5,54.4,80.0,0,2.9,3,3,0,0,0,22407,5194
135980.0,1,12.2,19.7,50.9,1,2.85,9,4,0,0,0,21635,6027
189600.0,3,13.4,51.2,88.8,2,2.79,17,4,0,0,0,33272,12990
70000.0,1,5.61,17.4,30.64,1,2.5,5,4,0,0,0,42829,8577
154000.0,1,10.0,22.0,45.0,0,3.0,9,2,0,0,0,32079,5038
116000.0,3,8.1,43.9,69.6,5,2.65,12,12,0,0,0,32564,11638
108000.0,3,14.9,44.6,76.8,0,2.5,5,1,0,0,0,18118,21280
85000.0,1,9.0,17.1,36.0,0,2.75,6,4,0,0,0,18625,17628
300000.0,3,8.8,55.2,76.0,0,3.0,4,4,0,0,0,25934,6501
306000.0,3,9.5,61.4,97.0,0,3.5,7,2,0,0,0,17863,1463
358000.0,6,16.2,134.8,201.9,0,3.87,6,3,0,0,0,23915,3747
86000.0,2,6.1,28.5,43.1,0,3.0,4,3,0,0,0,21540,3659
144000.0,3,9.4,43.3,69.75,0,3.4,4,4,0,0,0,23486,3027
95000.0,1,10.0,19.0,37.0,0,2.8,18,5,0,0,0,12960,12342
73200.0,1,10.0,17.0,39.0,2,2.5,16,6,0,0,0,49820,15525
103000.0,1,18.0,23.4,44.3,0,2.8,4,2,0,0,0,22433,1257
180000.0,2,13.0,36.0,69.1,2,2.8,17,2,0,0,0,10796,14361
65800.0,1,7.0,15.0,30.0,0,2.6,9,1,0,0,0,10482,13051
96000.0,1,17.0,13.1,40.7,0,2.9,5,1,0,0,0,25116,5684
128000.0,3,8.2,42.5,67.2,0,2.75,10,10,0,0,0,9655,13255
170000.0,3,8.9,44.1,75.9,1,2.5,9,8,0,0,0,9774,10315
66000.0,1,6.0,23.0,29.8,0,2.5,9,2,0,0,0,35963,10391
60000.0,1,6.6,16.0,30.3,0,2.58,5,5,0,0,0,21490,14219
104000.0,2,7.5,43.1,70.0,1,3.0,4,4,0,0,0,27927,9815
79800.0,2,6.0,30.8,46.9,0,2.6,5,2,0,0,0,14435,16984
90000.0,2,6.0,27.0,42.2,0,2.5,7,5,0,0,0,43061,15565
59960.0,1,13.0,18.5,40.0,0,2.8,20,18,0,0,0,38171,15015
202000.0,3,8.9,41.0,70.0,0,3.1,5,1,0,0,0,21796,3324
157400.0,2,15.6,37.0,70.0,2,2.7,12,11,0,0,0,50926,15676
82000.0,2,6.0,27.0,46.0,0,2.54,5,1,0,0,0,14967,7848
169000.0,4,12.6,57.3,87.3,0,2.9,4,2,0,0,0,20141,4415
110000.0,2,8.3,17.5115,54.0,0,2.56,10,8,0,0,0,37273,12482
164000.0,3,8.7,43.3,71.6,0,2.5,12,11,0,0,0,30922,8294
84000.0,2,6.0,28.8,44.1,0,2.5,5,5,0,0,0,38999,8288
104000.0,1,11.0,24.0,46.3,2,2.7,10,5,0,0,0,16257,15144
490000.0,4,14.0,75.0,121.3,0,2.75,17,2,0,0,0,10195,11065
110000.0,2,6.0,32.0,50.0,0,2.75,5,3,0,0,0,23205,4840
231285.76,4,12.0,72.1,113.5,0,2.7,11,2,0,0,0,23808,5332
62000.0,1,13.0,13.0,28.9,0,3.5,5,1,0,0,0,21135,11413
95000.0,2,8.5,29.8,57.0,0,2.5,9,7,0,0,0,46227,14844
158000.0,2,13.3,37.8,69.0,0,2.5,13,3,0,0,0,37347,9820
90000.0,3,5.2,42.0,56.6,1,2.52,5,5,0,0,0,29953,8801
256984.18,4,12.0,72.1,113.5,0,2.7,11,2,0,0,0,24151,5777
84000.0,2,8.9,47.1,71.2,0,3.2,3,1,0,0,0,21394,16396
90000.0,1,8.8,15.6,32.5,0,2.5,22,8,0,0,0,26078,10251
71000.0,1,9.0,18.0,33.0,2,2.55,18,9,0,0,0,14861,12449
165000.0,3,9.0,58.1,86.0,0,3.0,5,3,0,0,0,20487,15289
114000.0,3,7.03,46.2,74.3,0,2.45,6,4,0,0,0,43318,8129
55000.0,1,6.4,18.0,31.0,0,2.55,5,4,0,0,0,32327,8360
103800.0,1,13.3,20.0,48.2,2,2.75,15,6,0,0,0,30088,10952
104000.0,2,8.8,31.1,54.2,0,2.7,9,4,0,0,0,25151,15984
68000.0,2,5.1,28.3,42.2,0,2.5,5,5,0,0,0,20864,16595
81880.0,1,11.1,18.1,41.8,2,2.78,25,7,0,0,0,33793,13662
77000.0,2,6.0,32.0,46.0,0,2.7,5,4,0,0,0,13445,11474
188000.0,3,10.0,62.0,85.5,1,2.85,5,5,0,0,0,22626,2485
110000.0,3,7.0,54.9,68.3,1,2.8,5,2,0,0,0,16869,5744
71000.0,1,8.0,16.0,31.0,0,2.5,9,8,0,0,0,35853,10522
79800.0,1,7.0,18.3,35.1,0,2.7,9,4,0,0,0,13608,16199
93000.0,1,10.8,20.0,40.0,2,2.6,16,7,0,0,0,14806,16850
259600.0,3,16.3,77.2,121.1,0,3.5,5,4,0,0,0,24616,5914
75000.0,2,6.5,28.0,45.0,1,2.5,5,4,0,0,0,17517,15904
194000.0,3,9.4,44.7,72.0,1,2.6,9,3,0,0,0,25103,15936
74000.0,2,9.5,27.0,47.3,2,2.6,9,1,0,0,0,28011,12534
328722.54,3,17.6,66.0,123.0,0,3.0,5,5,0,0,0,17720,16722
68000.0,1,7.0,18.0,32.0,1,2.5,5,2,0,0,0,36541,10831
197400.0,3,9.0,34.0,55.8,0,2.8,5,1,0,0,0,32859,5951
93400.0,1,9.8,14.3,35.8,2,2.7,16,3,0,0,0,26538,13343
105000.0,3,8.2,41.6,67.8,1,2.7,16,12,0,0,0,16798,14760
180000.0,3,8.2,45.1,68.1,0,2.5,10,3,0,0,0,51152,14152
159042.24,2,10.7,35.8,68.6,0,2.7,10,4,0,0,0,23639,5164
300000.0,3,26.0,43.0,91.0,0,3.3,4,4,0,0,0,24015,3847
172000.0,3,11.0,50.0,85.0,1,2.65,25,20,0,0,0,39180,16002
99800.0,2,10.1,32.5,54.9,2,2.65,12,12,0,0,0,21028,22740
239360.0,2,19.51,44.99,96.38,0,2.7,12,12,0,0,0,7399,13615
92000.0,2,7.4,24.7,45.0,0,2.6,14,10,0,0,0,36909,10659
64000.0,1,6.0,17.0,32.0,0,2.8,12,2,0,0,0,13482,14561
76000.0,1,6.5,17.5,35.0,0,2.5,6,1,0,0,0,11633,8850
104000.0,3,7.0,42.3,64.0,0,2.6,12,6,0,0,0,31520,12113
77000.0,1,10.1,20.0,40.0,0,2.65,12,6,0,0,0,34298,14600
82000.0,2,9.3,30.8,51.0,0,2.55,9,9,0,0,0,14831,13307
154000.0,2,7.9,34.2,58.5,0,3.23,6,5,0,0,0,21869,4087
119000.0,2,8.6,53.0,59.0,1,2.5,18,9,0,0,0,23278,7223
117800.0,1,11.0,17.8,51.9,2,2.7,25,25,0,0,0,13305,15896
138000.0,3,12.0,56.0,88.0,0,2.7,10,8,0,0,0,33517,13819
83000.0,1,8.7,17.6,34.2,2,2.6,12,5,0,0,0,35869,16170
74000.0,2,6.3,31.0,45.3,1,2.5,5,2,0,0,0,42320,14824
102000.0,3,7.4,41.4,64.4,0,2.57,14,5,0,0,0,32322,12831
128000.0,2,7.9,32.8,52.2,0,3.0,5,4,0,0,0,31633,4725
110000.0,1,10.5,30.6,43.2,2,3.0,19,15,0,0,0,51340,15363
82000.0,1,9.0,16.0,32.0,0,2.5,9,4,0,0,0,46911,16431
91800.0,3,5.0,42.0,56.1,0,2.5,5,1,0,0,0,7637,17813
164000.0,1,11.9,19.0,47.1,0,3.0,8,8,0,0,0,39393,11096
109359.0,2,11.59,33.87,62.85,2,2.7,25,17,0,0,0,15360,13094
65000.0,1,5.0,19.0,31.0,0,2.6,5,2,0,0,0,21225,14930
78000.0,1,8.5,16.0,30.0,0,2.7,14,1,0,0,0,32968,14132
84000.0,1,11.0,17.0,42.0,2,2.75,16,14,0,0,0,18357,21796
91000.0,2,7.0,28.3,50.3,0,2.55,9,5,0,0,0,29338,11270
108000.0,1,10.0,21.6,45.0,0,2.75,23,6,0,0,0,36724,9781
108000.0,3,6.0,35.0,60.0,2,2.5,9,5,0,0,0,31167,12455
130000.0,3,8.0,45.0,70.0,2,2.7,16,5,0,0,0,14809,13606
100000.0,2,9.8,26.1,47.4,0,2.7,12,3,0,0,0,50051,15114
240000.0,6,15.0,70.0,106.0,0,2.8,3,1,0,0,0,20290,4733
132000.0,1,15.0,19.0,48.0,0,3.0,9,4,0,0,0,23808,5332
87600.0,4,7.2,43.7,59.6,0,2.5,5,5,0,0,0,13153,9435
97800.0,3,6.0,44.0,58.3,0,2.53,5,2,0,0,0,17964,12739
113600.0,1,11.5,19.3,41.7,0,2.75,25,12,0,0,0,34816,15893
122000.0,3,8.1,44.4,72.0,0,2.65,12,9,0,0,0,33080,11357
169800.0,4,15.4,72.5,121.2,0,3.0,6,2,0,0,0,30987,4172
104000.0,2,8.8,29.7,54.4,2,2.75,9,2,0,0,0,13413,12209
75600.0,1,8.5,18.0,37.0,2,2.6,15,3,0,0,0,13783,12580
120000.0,1,10.1,24.4,45.9,0,3.75,6,4,0,0,0,26356,5058
676000.0,4,13.8,88.2,147.0,0,3.0,8,2,0,0,0,24463,5480
53900.0,1,7.0,16.0,30.0,0,2.5,5,3,0,0,0,21973,14703
85000.0,3,7.1,34.8,49.3,0,2.53,5,1,0,0,0,35284,10428
76000.0,1,11.6,14.1,35.76,2,2.65,24,11,0,0,0,33416,14557
120000.0,4,6.2,51.0,73.5,1,2.8,10,2,0,0,0,36209,13123
114000.0,3,12.0,52.0,86.0,1,2.75,19,10,0,0,0,34279,15447
110000.0,1,9.0,19.0,42.0,2,2.8,25,18,0,0,0,46061,18785
175000.0,1,12.0,17.0,49.0,1,3.0,7,3,0,0,0,32121,5080
69800.0,1,8.8,13.0,33.5,0,2.57,10,9,0,0,0,30276,11146
93800.0,3,6.4,39.5,58.3,5,2.5,9,2,0,0,0,49847,15702
290000.0,2,14.6,43.89,73.45,2,3.2,9,3,0,0,0,32551,4599
117000.0,3,7.8,39.3,60.7,4,2.5,14,13,0,0,0,41111,11243
93000.0,1,10.8,17.3,43.0,2,2.5,10,9,0,0,0,13189,12525
132000.0,4,6.3,52.3,74.3,0,2.6,9,3,0,0,0,29555,13297
119680.0,3,8.0,42.0,66.0,2,2.65,9,8,0,0,0,32742,13222
158000.0,2,7.6,30.4,53.0,0,3.0,6,1,0,0,0,24879,6177
109000.0,2,7.3,31.0,52.0,0,2.65,12,5,0,0,0,28813,6185
63800.0,1,14.0,20.0,44.0,1,2.7,16,4,0,0,0,18357,21796
210000.0,3,14.0,49.0,86.0,0,2.5,14,8,0,0,0,10590,13966
192000.0,3,13.0,41.9,74.7,0,2.75,19,17,0,0,0,37948,14769
212000.0,4,12.6,57.2,85.0,0,3.4,5,4,0,0,0,21849,1325
148000.0,3,8.2,45.1,70.7,5,2.65,12,12,0,0,0,27762,12285
110000.0,1,10.0,20.0,40.2,0,3.0,14,11,0,0,0,44132,10914
100000.0,2,8.2,30.2,56.0,0,2.55,9,6,0,0,0,13430,14405
71000.0,1,8.0,17.6,34.0,1,2.6,9,7,0,0,0,47677,16136
82000.0,1,6.0,18.0,31.7,1,2.65,5,4,0,0,0,10452,9802
134000.0,3,8.4,58.0,83.0,0,3.4,5,3,0,0,0,24522,5089
134000.0,3,11.0,50.0,81.0,0,2.6,5,5,0,0,0,47362,25925
132000.0,3,8.0,47.0,71.0,2,2.6,16,13,0,0,0,26706,10879
130000.0,1,12.1,21.1,43.8,2,2.8,16,15,0,0,0,10069,13445
78000.0,1,6.7,17.0,34.2,1,3.0,5,3,0,0,0,29826,8532
100000.0,3,6.0,40.6,56.8,5,2.6,9,9,0,0,0,32457,11593
160000.0,1,17.4,20.0,59.0,2,2.74,21,18,0,0,0,27543,9432
138000.0,3,10.5,42.0,67.8,1,2.8,14,3,0,0,0,35451,15753
115320.0,2,15.0,28.0,62.0,0,3.75,25,2,0,0,0,51443,13370
65000.0,1,5.5,17.6,32.0,0,2.5,5,3,0,0,0,35904,9872
83800.0,4,5.3,37.1,49.0,0,2.6,5,2,0,0,0,21854,14516
150000.0,2,13.0,31.0,63.0,0,2.8,15,8,0,0,0,34530,14398
84000.0,2,6.5,28.0,42.0,0,2.5,5,2,0,0,0,21225,14930
74000.0,1,7.5,15.0,32.0,0,2.65,12,7,0,0,0,9569,11687
80400.0,2,8.4,30.4,48.0,1,2.5,9,2,0,0,0,17240,17148
78000.0,3,7.4,35.0,50.0,1,2.6,5,4,0,0,0,25805,13612
174000.0,4,11.0,63.0,102.0,0,3.0,4,2,0,0,0,22005,1542
92000.0,2,12.8,30.0,62.1,2,2.55,10,9,0,0,0,18414,21839
102000.0,3,8.0,43.5,63.0,0,2.8,4,4,0,0,0,22834,2947
124000.0,2,7.5,31.0,56.6,0,2.5,16,11,0,0,0,14755,13551
63800.0,1,7.0,19.0,33.5,0,2.5,9,4,0,0,0,31476,12635
160000.0,2,8.3,37.8,59.0,0,3.35,6,3,0,0,0,31447,5130
72000.0,2,6.0,27.0,44.0,1,2.53,3,2,0,0,0,35915,15306
357000.0,3,45.0,80.0,171.0,0,2.55,11,10,0,0,0,31118,7257
182000.0,2,11.0,35.7,64.7,0,2.8,14,2,0,0,0,11942,8774
121000.0,2,12.2,30.3,54.5,0,2.85,24,2,0,0,0,33620,14784
430000.0,4,58.0,70.0,140.0,0,3.0,4,3,0,0,0,38332,13229
126000.0,2,12.4,29.3,59.0,2,2.7,17,2,0,0,0,35714,12628
116000.0,1,11.7,16.4,40.5,0,2.8,16,8,0,0,0,29167,8106
97000.0,1,12.0,17.0,44.0,0,2.75,21,11,0,0,0,35662,16699
175000.0,3,9.0,53.5,83.1,2,2.5,9,2,0,0,0,40368,12071
100000.0,1,10.5,17.0,41.0,2,2.7,16,4,0,0,0,14112,14857
127900.0,3,8.2,44.3,75.0,0,2.7,12,4,0,0,0,50303,15631
60000.0,1,7.2,14.5,29.3,0,2.6,5,3,0,0,0,41005,13508
98000.0,1,10.1,15.4,37.0,0,2.65,17,7,0,0,0,35452,15458
102000.0,2,14.0,33.0,63.0,0,2.7,12,2,0,0,0,16087,14883
284000.0,3,12.0,76.0,121.0,0,2.75,16,8,0,0,0,38900,12843
223980.0,2,17.2,36.6,91.8,0,3.5,5,3,0,0,0,24564,4782
279800.0,3,31.2,28.9,94.3,0,2.8,10,6,0,0,0,27907,6754
61980.0,1,6.5,17.5,32.5,0,2.8,9,8,0,0,0,51708,16890
156000.0,3,12.0,49.3,83.0,0,2.65,16,7,0,0,0,20473,22185
113000.0,4,7.8,52.0,76.0,0,2.5,9,1,0,0,0,49599,13914
84000.0,2,5.7,28.6,44.6,0,2.55,5,5,0,0,0,35998,9585
120000.0,2,10.0,32.4,55.0,0,1.0,12,7,0,0,0,33053,14217
132000.0,2,10.0,35.0,64.0,0,2.75,5,1,0,0,0,19350,4176
136000.0,2,15.0,39.0,76.0,2,2.75,23,18,0,0,0,34967,14640
88000.0,2,11.0,31.0,55.5,2,2.6,12,11,0,0,0,35763,9934
72400.0,3,5.2,29.7,41.5,0,2.52,5,5,0,0,0,19344,12811
66800.0,2,6.0,23.0,36.0,0,2.5,5,5,0,0,0,14341,12882
185400.0,2,10.0,47.0,68.9,0,3.0,6,4,0,0,0,20488,2143
186000.0,3,14.6,49.7,89.4,4,2.6,14,4,0,0,0,52239,16464
114000.0,2,7.0,32.7,51.4,0,2.64,12,12,0,0,0,31932,12525
80000.0,3,6.0,44.0,60.0,0,2.5,9,8,0,0,0,22412,16982
350000.0,3,17.7,81.6,131.8,0,2.6,12,7,0,0,0,29503,6040
138000.0,2,14.0,38.0,65.3,0,2.75,25,2,0,0,0,36410,14528
123900.0,1,12.5,16.8,42.6,1,2.8,24,17,0,0,0,11596,13277
260000.0,2,7.0,37.0,60.0,0,2.6,3,2,0,0,0,23473,1796
71000.0,1,10.2,16.2,39.0,0,2.65,16,4,0,0,0,20901,22613
260000.0,3,12.5,45.5,91.0,0,2.8,25,24,0,0,0,51340,15363
62000.0,1,7.3,17.5,33.3,1,2.54,14,8,0,0,0,34160,11725
199600.0,2,10.9,36.3,63.4,0,3.2,5,2,0,0,0,23343,4125
105100.0,3,6.0,45.9,63.0,2,2.5,9,1,0,0,0,14843,16432
65000.0,1,6.8,18.7,33.0,0,2.6,9,7,0,0,0,13943,16534
179800.0,3,12.0,59.5,96.4,0,3.54,4,2,0,0,0,22079,3344
87800.0,1,10.0,19.0,45.0,2,3.3,16,5,0,0,0,41236,11369
150000.0,2,31.0,30.0,82.0,2,3.0,11,9,1,0,0,10143,11367
98000.0,3,6.0,38.2,55.2,0,2.5,5,4,0,0,0,35515,10574
103000.0,2,23.0,18.0,48.0,0,2.57,10,7,0,0,0,34907,15208
92000.0,1,8.0,17.7,37.0,0,2.8,16,5,0,0,0,38082,14481
74000.0,1,10.0,18.0,35.0,0,2.7,16,2,0,0,0,32969,14133
91000.0,1,13.8,17.2,42.3,0,2.56,10,1,0,0,0,33584,14683
76000.0,1,8.0,20.0,37.0,0,2.5,14,12,0,0,0,23996,11565
240000.0,3,18.3,57.3,110.2,0,3.52,6,3,0,0,0,24110,3677
73000.0,1,15.0,14.0,43.2,1,2.8,22,2,0,0,0,15377,13486
92000.0,1,9.0,19.5,36.0,0,2.7,20,10,0,0,0,44382,16921
152000.0,2,23.0,18.0,60.0,0,3.0,3,1,0,0,0,23932,4232
145000.0,2,8.0,35.0,61.0,0,3.3,6,4,0,0,0,20260,15061
256000.0,4,13.7,76.8,113.2,0,2.85,6,2,0,0,0,24702,4982
104000.0,2,6.0,27.0,50.0,0,2.5,9,2,0,0,0,11925,10107
88000.0,2,6.0,29.0,45.0,0,2.5,5,3,0,0,0,11127,9961
157800.0,2,10.0,33.0,63.0,2,2.5,10,3,0,0,0,13520,12316
310000.0,3,29.3,55.5,121.0,5,2.7,23,22,0,0,0,40417,12120
97000.0,3,6.4,46.3,59.7,1,4.19,5,4,0,0,0,42964,15468
218000.0,3,9.0,44.0,64.0,0,2.7,4,1,0,0,0,22562,3828
146000.0,2,5.6,31.0,52.1,0,3.0,7,7,0,0,0,17006,6745
180000.0,3,9.0,63.2,90.0,0,3.2,8,5,0,0,0,19641,14905
120000.0,2,11.0,31.0,62.6,2,2.65,23,20,0,0,0,43074,10820
394274.8,4,39.9,73.5,178.3,0,3.0,5,1,0,0,0,16889,15891
137000.0,2,11.33,22.45,47.8,0,2.7,3,2,0,0,0,44550,8760
116000.0,1,7.7,29.9,51.7,2,2.65,16,3,0,0,0,35098,13168
210000.0,4,15.4,64.9,112.0,1,3.0,6,4,0,0,0,21655,2056
144000.0,1,11.5,21.0,44.4,2,2.75,25,6,0,0,0,36598,12120
124000.0,1,9.62,20.74,44.1,2,2.75,16,3,0,0,0,12378,14969
1299800.0,3,16.0,3.0,139.0,1,3.0,8,8,0,0,0,33255,5975
172000.0,2,14.1,35.0,67.3,0,2.8,25,9,0,0,0,36421,9176
66000.0,2,6.6,31.4,45.7,0,2.55,5,5,0,0,0,18233,16034
123000.0,3,12.6,42.8,77.0,1,2.68,18,18,0,0,0,42114,21430
57760.0,1,8.0,15.0,30.2,5,2.53,9,2,0,0,0,32524,9601
80000.0,2,7.0,27.0,44.3,0,2.58,9,4,0,0,0,12847,15438
136000.0,2,10.6,27.3,52.8,1,2.75,10,10,0,0,0,15936,11474
340000.0,2,24.4,44.2,85.0,0,2.9,5,3,0,0,0,27686,8393
124000.0,1,19.7,17.1,47.2,1,2.75,5,5,0,0,0,18090,17092
156000.0,2,11.0,36.0,57.0,2,2.65,16,13,0,0,0,29840,7211
80000.0,2,6.3,30.4,45.3,0,2.6,5,5,0,0,0,27553,8261
262000.0,2,11.0,31.0,65.0,2,3.2,10,9,0,0,0,25799,4593
131000.0,3,10.7,43.0,70.8,1,2.67,16,12,0,0,0,15760,15976
90000.0,2,9.5,28.9,49.1,0,3.0,3,3,0,0,0,21969,6243
200000.0,3,10.2,51.9,85.2,0,3.25,6,4,0,0,0,24036,4299
67800.0,1,7.4,17.6,34.5,1,2.65,14,4,0,0,0,25430,11220
95000.0,1,10.2,16.0,34.4,2,2.7,25,25,0,0,0,46530,15541
57000.0,1,10.0,41.0,68.0,0,3.0,5,3,0,0,0,38473,7740
65000.0,1,6.0,18.0,31.8,0,2.5,5,1,0,0,0,39095,8861
183000.0,3,13.0,55.0,86.0,0,2.8,17,4,0,0,0,35181,11592
106000.0,2,13.0,29.0,49.0,0,2.6,4,4,0,0,0,23196,4831
131000.0,2,10.6,25.5,55.0,0,2.82,3,1,0,0,0,24024,3856
290000.0,3,17.7,53.3,97.0,2,2.75,14,2,0,0,0,39660,12480
92000.0,2,7.0,30.7,51.0,2,2.6,9,8,0,0,0,12975,15566
59000.0,1,6.0,17.6,31.6,0,2.5,5,5,0,0,0,18703,15454
186000.0,3,12.3,55.0,83.4,0,2.84,7,5,0,0,0,23404,2945
119000.0,1,10.7,18.2,46.0,1,2.6,10,5,0,0,0,48152,16785
99000.0,3,9.5,40.0,63.0,0,2.6,9,3,0,0,0,14212,13009
74000.0,2,7.0,28.0,46.0,0,2.5,5,5,0,0,0,45943,18667
131000.0,2,8.1,35.0,56.0,1,3.4,5,4,0,0,0,27736,6931
90000.0,2,7.0,28.0,45.0,1,2.5,9,2,0,0,0,46240,14856
146000.0,3,10.0,38.0,65.6,0,3.5,5,1,0,0,0,22190,1742
124000.0,2,12.0,32.0,61.0,0,3.54,5,1,0,0,0,20136,6234
98000.0,3,10.3,43.0,64.0,2,2.55,15,5,0,0,0,15411,14207
443800.0,7,5.0,107.6,197.0,0,2.9,6,1,0,0,0,21583,1211
