children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-1682.08343808475,47,primary education,3,married,0,F,employee,0,44077.71,housing
0,-4649.910831728614,34,SECONDARY EDUCATION,1,civil partnership,1,F,employee,1,22249.194,having a wedding
0,-1548.6375436404599,48,secondary education,1,married,0,F,business,0,25159.326,purchase of the house
0,-4488.067031277062,35,secondary education,1,married,0,F,employee,0,16745.672,transactions with my real estate
0,394021.0721837952,68,secondary education,1,civil partnership,1,M,retiree,0,12448.908,having a wedding
0,-176.21668833712155,33,secondary education,1,unmarried,4,M,employee,0,22212.904,cars
0,-6448.810859676204,43,BACHELOR'S DEGREE,0,civil partnership,1,F,business,0,24660.621,car purchase
0,-597.8818273051091,25,bachelor's degree,0,unmarried,4,M,employee,1,30759.568,education
0,-650.5877964026586,31,bachelor's degree,0,civil partnership,1,F,business,0,120678.528,to become educated
0,-1030.3626056014652,30,secondary education,1,unmarried,4,M,business,0,22858.493,buy real estate
0,,50,secondary education,1,married,0,F,civil servant,0,,second-hand car purchase
0,-1257.4961901986044,20,some college,2,unmarried,4,F,employee,0,13130.414,getting an education
0,-4375.681384360526,43,some college,2,divorced,3,F,business,0,43673.141,car purchase
1,-1362.0417275002387,26,SECONDARY EDUCATION,1,married,0,F,employee,0,16124.879,buying my own car
1,-1039.4517405766287,49,secondary education,1,unmarried,4,F,employee,0,17021.747,to become educated
2,-2262.712303593806,37,secondary education,1,married,0,F,business,0,29229.194,second-hand car purchase
1,-2689.1372742032745,33,bachelor's degree,0,civil partnership,1,M,civil servant,0,57004.465,having a wedding
0,-3341.0678863600633,45,secondary education,1,married,0,F,employee,0,25930.483,construction of own property
0,-1181.443228272809,54,secondary education,1,married,0,F,employee,0,7134.689,car
0,353731.4323382981,63,secondary education,1,married,0,F,retiree,0,14774.837,cars
1,-6953.631654563154,50,bachelor's degree,0,civil partnership,1,F,employee,0,32511.949,wedding ceremony
1,-3554.6715257531628,28,secondary education,1,married,0,F,employee,0,8439.428,to get a supplementary education
0,-4219.88338560805,61,SECONDARY EDUCATION,1,divorced,3,F,business,0,49832.576,purchase of my own house
0,-3480.072792773725,27,bachelor's degree,0,civil partnership,1,F,employee,0,14758.21,cars
0,,54,secondary education,1,civil partnership,1,F,retiree,1,,to have a wedding
0,370145.08723718044,64,secondary education,1,widow / widower,2,F,retiree,0,23862.567000000006,education
0,-2424.809748937992,44,secondary education,1,widow / widower,2,F,employee,0,9378.625,education
0,-335.31863038428764,36,bachelor's degree,0,married,0,M,employee,0,66304.672,property
0,-4341.7867754100425,53,secondary education,1,civil partnership,1,F,business,0,41819.121,real estate transactions
1,-2534.462390327333,48,secondary education,1,married,0,M,employee,0,20784.365,to become educated
0,-2986.20212028634,42,secondary education,1,civil partnership,1,F,employee,0,27837.996,buy real estate
0,-7845.6492334208915,48,Bachelor's Degree,0,unmarried,4,M,civil servant,0,69662.11099999999,getting higher education
0,-1182.5477437277514,45,secondary education,1,married,0,F,employee,0,17600.698,housing transactions
0,-118.89141142450093,35,some college,2,unmarried,4,M,employee,0,45264.075,second-hand car purchase
0,,21,secondary education,1,unmarried,4,M,business,0,,transactions with commercial real estate
0,-916.4288292557608,28,secondary education,1,married,0,M,employee,0,23234.324,to become educated
0,,52,bachelor's degree,0,married,0,F,retiree,0,,purchase of the house for my family
2,-2152.475526346754,46,bachelor's degree,0,married,0,M,business,0,94731.434,transactions with commercial real estate
0,-779.2284491479346,23,secondary education,1,unmarried,4,F,employee,0,14599.529,purchase of my own house
1,-2802.2266713967297,28,BACHELOR'S DEGREE,0,married,0,M,civil servant,0,33209.835,buy commercial real estate
0,338113.52989248716,62,secondary education,1,married,0,F,retiree,0,7028.751,cars
1,,32,bachelor's degree,0,married,0,M,civil servant,0,,transactions with commercial real estate
0,-1631.9394026219366,40,secondary education,1,civil partnership,1,M,employee,0,15671.495,to become educated
1,-5110.54370925475,45,secondary education,1,married,0,F,employee,0,12982.845,purchase of the house for my family
1,-2953.151947577933,38,secondary education,1,married,0,M,employee,1,13109.661,real estate transactions
1,-2252.1927219941026,44,bachelor's degree,0,married,0,M,employee,0,23838.725,buying a second-hand car
0,-726.9437706256638,43,bachelor's degree,0,unmarried,4,F,employee,0,22535.036,to own a car
0,359722.94507371227,61,bachelor's degree,0,married,0,M,retiree,0,28020.423,purchase of a car
0,-3278.296751179717,27,secondary education,1,unmarried,4,M,business,0,40589.074,cars
0,-127.33494240597255,25,secondary education,1,unmarried,4,F,business,0,13238.466,purchase of a car
0,-204.67316553165557,33,Secondary Education,1,married,0,F,employee,0,17733.314,profile education
2,,50,bachelor's degree,0,married,0,F,employee,0,,housing
0,,52,secondary education,1,married,0,M,employee,0,,housing
0,-7125.21502761462,53,secondary education,1,married,0,F,civil servant,0,40945.468,transactions with my real estate
0,-275.99384748839213,30,secondary education,1,married,0,M,employee,0,8659.769,university education
0,383933.5496643384,64,secondary education,1,civil partnership,1,M,retiree,0,38885.353,wedding ceremony
0,337659.5350035947,53,secondary education,1,married,0,F,retiree,0,11898.217,buying property for renting out
0,373129.7896543124,63,bachelor's degree,0,civil partnership,1,F,retiree,0,33099.576,having a wedding
0,-72.62578520446468,42,secondary education,1,civil partnership,1,F,business,0,7914.227,second-hand car purchase
2,,35,bachelor's degree,0,married,0,F,employee,0,,housing transactions
2,-5010.9974361252725,39,secondary education,1,married,0,F,employee,0,24941.897,buy real estate
1,-1669.2796814947967,40,bachelor's degree,0,civil partnership,1,F,employee,0,30623.674,to have a wedding
1,-1446.6225418245374,32,secondary education,1,married,0,M,employee,1,52982.334,purchase of a car
1,,34,bachelor's degree,0,civil partnership,1,F,business,0,,having a wedding
0,-541.8322411633181,51,bachelor's degree,0,married,0,F,employee,0,15070.06,car
0,,44,SECONDARY EDUCATION,1,married,0,F,employee,0,,buy residential real estate
0,,47,bachelor's degree,0,married,0,F,employee,0,,profile education
0,364906.2057355492,54,bachelor's degree,0,married,0,F,retiree,0,31953.168,buying property for renting out
0,346541.6188949218,0,Secondary Education,1,married,0,F,retiree,0,11406.643999999998,car
0,-605.0264409707586,49,SECONDARY EDUCATION,1,widow / widower,2,F,employee,1,28221.581,real estate transactions
0,391558.9618490568,65,secondary education,1,married,0,F,retiree,0,25275.278,buying my own car
0,-1377.4472350796152,51,secondary education,1,civil partnership,1,F,business,0,20273.056,buying a second-hand car
1,-888.2833470851367,39,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,22757.038,building a property
0,366323.64942894405,59,secondary education,1,unmarried,4,F,retiree,0,26173.112,buying property for renting out
0,-2098.6262962257147,62,SECONDARY EDUCATION,1,widow / widower,2,F,employee,0,12301.47,construction of own property
1,-300.64259328925505,29,secondary education,1,civil partnership,1,F,employee,0,27499.477000000006,education
0,-1493.4491168729676,24,bachelor's degree,0,civil partnership,1,F,business,0,32478.203,construction of own property
2,-753.4670420858772,33,bachelor's degree,0,civil partnership,1,F,employee,0,28808.28,second-hand car purchase
0,-2147.472607702785,59,secondary education,1,married,0,F,employee,0,17222.988,education
0,-413.9826020927449,41,secondary education,1,married,0,M,civil servant,0,18968.257,purchase of the house
0,-12930.541677797675,61,secondary education,1,unmarried,4,F,business,0,27823.459,property
1,-1841.3580944791947,28,bachelor's degree,0,married,0,M,employee,0,44949.489,property
0,-6083.9947296293385,52,secondary education,1,married,0,F,civil servant,0,19304.816000000006,education
0,-1599.8791614370475,26,bachelor's degree,0,married,0,F,employee,1,22955.474,transactions with my real estate
1,-2523.847898226973,38,bachelor's degree,0,married,0,F,civil servant,0,15655.723999999998,transactions with commercial real estate
1,-540.0384252136863,50,secondary education,1,married,0,M,employee,0,13338.611,buy residential real estate
0,-3817.113294534001,41,secondary education,1,divorced,3,F,employee,0,28636.021,to buy a car
2,-2774.655137092032,33,secondary education,1,civil partnership,1,M,business,0,18171.554,having a wedding
0,382189.12905557256,60,secondary education,1,unmarried,4,F,retiree,0,5045.56,buy commercial real estate
0,,46,secondary education,1,married,0,F,employee,0,,university education
0,,29,bachelor's degree,0,married,0,F,business,0,,car
0,-171.1624207214407,55,BACHELOR'S DEGREE,0,married,0,F,business,0,16580.491,cars
2,-5718.70890108714,39,Secondary Education,1,married,0,M,employee,0,13422.851,buying property for renting out
0,-1080.5147824251621,38,secondary education,1,married,0,F,employee,1,28007.428,transactions with commercial real estate
0,-191.1467457844417,64,bachelor's degree,0,civil partnership,1,F,business,0,29825.399,wedding ceremony
1,-2471.5485518184228,49,secondary education,1,married,0,M,business,0,54322.778,construction of own property
0,-5229.55206892918,43,BACHELOR'S DEGREE,0,unmarried,4,F,employee,0,32524.736,building a real estate
0,379035.9206190428,67,secondary education,1,divorced,3,F,retiree,0,17973.086,purchase of a car
0,361010.32134996407,61,secondary education,1,civil partnership,1,M,retiree,0,16583.189,car
0,-897.3228055367267,42,secondary education,1,married,0,F,business,0,15335.319,transactions with my real estate
0,-639.5647075616622,58,secondary education,1,married,0,M,employee,0,11782.014,to get a supplementary education
1,-1306.4284560155902,45,secondary education,1,married,0,M,employee,0,39396.479,car
0,344507.39278483123,64,secondary education,1,married,0,F,retiree,0,12647.624,education
1,-4171.107677064886,46,SOME COLLEGE,2,divorced,3,F,employee,0,26562.526,buy residential real estate
0,,27,secondary education,1,married,0,M,business,0,,housing
0,357880.1593788016,60,primary education,3,married,0,M,retiree,0,18099.872,transactions with my real estate
1,-1910.0375923185568,28,bachelor's degree,0,civil partnership,1,M,employee,0,43107.834,to have a wedding
0,-2572.053172717263,43,secondary education,1,married,0,F,civil servant,0,19172.425,purchase of my own house
0,-1765.5573866944574,29,some college,2,married,0,M,business,0,31509.132,housing renovation
0,-3017.782065456124,24,secondary education,1,civil partnership,1,F,employee,0,16337.758,buy commercial real estate
0,,39,secondary education,1,civil partnership,1,M,employee,0,,wedding ceremony
0,347947.83550738037,54,secondary education,1,married,0,F,retiree,0,17324.903000000002,second-hand car purchase
0,-1893.2998286398856,48,secondary education,1,widow / widower,2,F,employee,0,24171.11,construction of own property
1,-2105.382664335544,45,secondary education,1,civil partnership,1,F,employee,0,45479.693,to own a car
0,,62,secondary education,1,married,0,M,retiree,0,,building a property
0,-1302.0260419746796,46,secondary education,1,married,0,F,employee,0,15793.557,purchase of the house
0,-5772.479895574409,47,secondary education,1,married,0,F,civil servant,1,11925.616000000002,real estate transactions
0,-5050.292839852283,37,secondary education,1,married,0,F,employee,0,23225.474,buying my own car
0,-2664.273168317157,0,secondary education,1,divorced,3,F,employee,0,11228.23,housing transactions
0,393711.51992267795,71,secondary education,1,civil partnership,1,F,retiree,0,27854.127,to have a wedding
0,-896.462371368615,37,bachelor's degree,0,civil partnership,1,F,business,0,74094.397,to have a wedding
1,-3597.776387865821,39,secondary education,1,married,0,F,business,0,6542.581,purchase of my own house
1,-132.74853603066168,20,secondary education,1,married,0,M,business,1,21560.12,housing
1,-1803.9306052678608,41,bachelor's degree,0,widow / widower,2,F,employee,0,22898.133,transactions with commercial real estate
0,-1208.5961786776136,40,secondary education,1,married,0,F,business,0,11326.133999999998,supplementary education
0,362366.8571652186,65,Secondary Education,1,married,0,M,retiree,0,41806.566,to get a supplementary education
0,348414.02800940943,38,secondary education,1,married,0,F,retiree,1,18169.704,purchase of a car
0,-11001.589092067063,56,secondary education,1,married,0,F,employee,0,12887.558,education
0,371052.6968127112,59,secondary education,1,unmarried,4,F,retiree,0,23926.857000000004,buying my own car
0,-2063.2234729922893,45,secondary education,1,civil partnership,1,M,employee,0,31741.888,buying property for renting out
1,-1147.591637441718,39,bachelor's degree,0,married,0,F,employee,0,13937.139,car purchase
0,-3755.843042173655,62,secondary education,1,married,0,M,employee,0,10652.419,to get a supplementary education
0,-7473.902957321618,50,secondary education,1,married,0,M,employee,0,12636.092,housing renovation
2,-2357.523213608679,27,bachelor's degree,0,married,0,F,employee,1,59133.934,buying my own car
2,-1268.8706856224185,32,bachelor's degree,0,married,0,M,civil servant,0,36526.28,purchase of the house
0,-450.0613423824006,38,Secondary Education,1,civil partnership,1,M,employee,0,23051.794,housing transactions
0,-7219.276087439847,56,secondary education,1,civil partnership,1,F,civil servant,0,35315.049,having a wedding
0,361970.2205052443,67,secondary education,1,widow / widower,2,F,retiree,0,22246.231,purchase of my own house
0,372110.89295327937,58,secondary education,1,civil partnership,1,F,retiree,0,26857.872000000007,car purchase
0,-182.2267232528777,28,bachelor's degree,0,unmarried,4,M,employee,0,19475.503,housing
0,-9566.241471478188,60,secondary education,1,civil partnership,1,F,business,0,36031.647,having a wedding
0,-4652.167869366604,49,secondary education,1,married,0,F,employee,0,29276.818,building a property
0,-9099.945304784307,49,secondary education,1,married,0,M,business,0,66633.9,buy commercial real estate
0,,55,bachelor's degree,0,widow / widower,2,F,business,0,,to own a car
2,-1734.7410117276208,38,secondary education,1,married,0,F,employee,0,22593.709,building a property
0,364178.2549302824,60,secondary education,1,married,0,F,retiree,0,16739.371,going to university
2,-2109.314690632105,48,secondary education,1,married,0,M,civil servant,0,27691.871,second-hand car purchase
0,395728.36139811255,59,secondary education,1,widow / widower,2,F,retiree,0,13963.005,car purchase
0,-1177.0553834454738,43,secondary education,1,unmarried,4,F,employee,0,28446.402,purchase of my own house
0,-60.6373275553343,37,secondary education,1,civil partnership,1,F,employee,0,33961.154,to have a wedding
0,,26,secondary education,1,civil partnership,1,F,business,1,,purchase of the house for my family
1,-8164.333209415941,49,secondary education,1,civil partnership,1,F,employee,0,13027.153,wedding ceremony
1,-166.26503703628762,35,bachelor's degree,0,civil partnership,1,M,business,1,43550.88,to get a supplementary education
0,369682.2227151696,57,bachelor's degree,0,married,0,M,retiree,0,22614.059,buying property for renting out
0,-5026.2294602728525,32,secondary education,1,civil partnership,1,M,employee,1,25744.913,to get a supplementary education
0,-225.1236894800484,34,secondary education,1,divorced,3,F,employee,0,32264.057,transactions with commercial real estate
0,-876.8431101663022,46,bachelor's degree,0,civil partnership,1,F,employee,0,41606.026,university education
0,-99.19594695041458,48,secondary education,1,married,0,M,employee,0,27767.149,purchase of my own house
1,,30,secondary education,1,unmarried,4,F,employee,0,,to own a car
0,-335.5229563354112,26,secondary education,1,civil partnership,1,M,business,0,25742.636,having a wedding
0,336562.0164318586,60,SECONDARY EDUCATION,1,married,0,F,retiree,0,27831.736,university education
0,-2573.1367803783523,47,secondary education,1,married,0,M,employee,0,34950.721,to own a car
0,386330.8511360464,60,bachelor's degree,0,divorced,3,F,retiree,0,15550.719,buying a second-hand car
0,-98.31216168444011,24,secondary education,1,civil partnership,1,M,business,0,21737.742,getting an education
0,-117.12788647939188,51,secondary education,1,married,0,F,employee,0,40934.138,supplementary education
0,-1589.7814009573162,37,bachelor's degree,0,married,0,F,business,0,25720.728,purchase of my own house
0,-12136.131380846335,59,bachelor's degree,0,married,0,F,employee,0,22535.94,buy real estate
0,-1403.0808299019186,52,secondary education,1,unmarried,4,F,business,0,22267.106,buying my own car
1,-223.5470176888244,23,Secondary Education,1,widow / widower,2,F,employee,0,9367.94,second-hand car purchase
0,-5532.372185033889,41,secondary education,1,civil partnership,1,F,employee,0,32180.168,building a property
0,-6542.460790155981,39,secondary education,1,married,0,F,business,0,13919.489,buy residential real estate
1,-1575.3235775718508,38,secondary education,1,married,0,F,employee,1,14553.751,buy residential real estate
0,-2829.665755236844,56,SECONDARY EDUCATION,1,married,0,M,employee,0,26203.964,construction of own property
0,334637.4644627627,61,secondary education,1,married,0,F,retiree,0,29009.248,building a real estate
1,,31,bachelor's degree,0,married,0,F,employee,0,,buying a second-hand car
0,363924.8816676821,54,Secondary Education,1,married,0,F,retiree,0,42747.633,getting an education
0,-1352.3179068855802,37,secondary education,1,unmarried,4,F,employee,0,18037.741,purchase of my own house
0,-749.1756772991432,22,secondary education,1,civil partnership,1,M,business,0,25998.723,profile education
2,-271.5705315052388,38,bachelor's degree,0,married,0,F,employee,0,31221.342,transactions with commercial real estate
2,342167.21211236675,55,primary education,3,widow / widower,2,F,retiree,0,25701.619,building a real estate
0,-577.2734342991156,41,primary education,3,civil partnership,1,F,employee,0,5863.853,second-hand car purchase
0,-5863.259029756954,48,bachelor's degree,0,unmarried,4,M,civil servant,0,38351.619,car purchase
1,-703.2435102199611,38,bachelor's degree,0,civil partnership,1,M,employee,1,37022.373,to buy a car
2,-1321.0792231329488,41,some college,2,married,0,F,employee,0,50327.519,purchase of the house for my family
0,-79.88034967664467,42,bachelor's degree,0,unmarried,4,F,business,0,41674.463,real estate transactions
0,-356.13119436148077,22,bachelor's degree,0,civil partnership,1,F,employee,0,19001.243,education
0,384569.9216399707,54,secondary education,1,civil partnership,1,F,retiree,0,43134.241,construction of own property
1,-2924.5983864777645,34,secondary education,1,married,0,F,employee,1,34114.255,buying my own car
0,-597.2734021772915,21,some college,2,civil partnership,1,F,business,0,13912.788,transactions with commercial real estate
1,,23,some college,2,civil partnership,1,F,business,0,,to have a wedding
0,383772.1713231299,65,secondary education,1,widow / widower,2,F,retiree,0,28554.253,cars
0,-145.541617523979,32,bachelor's degree,0,married,0,M,business,0,30237.228,buy residential real estate
0,337679.3582702238,61,secondary education,1,divorced,3,F,retiree,0,17640.186999999998,transactions with commercial real estate
2,-1024.9491604702278,41,secondary education,1,married,0,F,business,0,15133.941,purchase of my own house
0,-434.9313375154888,52,secondary education,1,married,0,F,employee,0,24622.762,building a property
1,-2066.908426077889,30,secondary education,1,married,0,F,civil servant,0,21240.698,getting higher education
1,-1588.8316419325315,64,bachelor's degree,0,civil partnership,1,F,employee,0,22787.943,housing
0,339193.0942916696,60,secondary education,1,unmarried,4,F,retiree,0,30468.18,housing renovation
0,336747.83528374555,73,secondary education,1,widow / widower,2,F,retiree,0,21903.521,second-hand car purchase
1,-2049.211575996865,28,secondary education,1,civil partnership,1,M,business,1,30173.703,wedding ceremony
1,-144.18585382423603,41,SECONDARY EDUCATION,1,married,0,F,employee,1,17934.496,purchase of the house for my family
0,-3803.807419355826,49,secondary education,1,civil partnership,1,F,employee,0,11938.7,wedding ceremony
1,-1475.6974900681141,50,secondary education,1,married,0,F,employee,0,22942.571,to buy a car
0,-5865.31500734791,52,secondary education,1,unmarried,4,F,employee,0,22471.631,profile education
0,-1031.9076040874072,50,secondary education,1,married,0,F,employee,0,20026.55,housing
0,395825.13252984686,59,secondary education,1,married,0,F,retiree,0,22873.047,to buy a car
2,-2585.402858170127,37,secondary education,1,married,0,M,employee,0,32430.361,buy real estate
0,-708.0735831904608,44,secondary education,1,civil partnership,1,F,employee,0,37669.985,having a wedding
0,-5267.841785143054,43,secondary education,1,married,0,M,employee,0,69870.203,real estate transactions
0,-4973.6414847747665,47,secondary education,1,widow / widower,2,F,business,0,21247.559,buy commercial real estate
0,,47,secondary education,1,married,0,M,employee,0,,construction of own property
0,,58,secondary education,1,married,0,F,civil servant,0,,purchase of my own house
0,-464.6341336266803,49,bachelor's degree,0,civil partnership,1,M,business,0,61398.905,wedding ceremony
0,-879.5873497728171,48,secondary education,1,civil partnership,1,F,employee,0,20951.298,university education
0,-1933.31899355189,50,Secondary Education,1,divorced,3,M,employee,0,31547.17,buy residential real estate
1,-1598.8702140303076,40,secondary education,1,married,0,F,business,0,25336.012,building a property
1,,60,bachelor's degree,0,married,0,F,retiree,1,,going to university
0,-3132.180734195495,31,secondary education,1,married,0,M,employee,0,41521.792,buy residential real estate
0,-1615.9148140204693,29,bachelor's degree,0,married,0,F,employee,0,30110.454,getting higher education
0,,54,bachelor's degree,0,married,0,F,employee,0,,second-hand car purchase
0,380628.3793297923,71,secondary education,1,widow / widower,2,F,retiree,0,22220.346,buy commercial real estate
1,-5793.741211736386,35,secondary education,1,married,0,F,business,0,36806.42,purchase of the house
0,357915.03630280367,63,secondary education,1,widow / widower,2,F,retiree,0,14711.643,getting higher education
2,-940.6004540822237,44,BACHELOR'S DEGREE,0,married,0,F,business,0,52340.278,housing
0,-6373.865375741792,45,secondary education,1,married,0,M,employee,0,19180.665,purchase of the house
0,-1681.6645489757752,52,secondary education,1,married,0,F,employee,0,13266.093,supplementary education
0,-874.8530628222733,49,bachelor's degree,0,married,0,M,employee,0,32727.192000000006,housing transactions
1,-930.0835695908777,47,secondary education,1,civil partnership,1,M,employee,0,23853.232000000004,wedding ceremony
0,-1611.5705027263714,29,bachelor's degree,0,civil partnership,1,F,employee,0,33916.081,wedding ceremony
1,-1710.1403339177082,29,secondary education,1,civil partnership,1,F,business,0,45845.418,purchase of the house for my family
0,-2658.4860825068777,51,secondary education,1,married,0,F,business,0,23026.168,housing transactions
0,-1617.8403552782233,44,secondary education,1,married,0,F,employee,0,26973.822,buy real estate
0,383664.7812096172,52,secondary education,1,married,0,F,retiree,0,12036.133,building a real estate
2,,40,secondary education,1,divorced,3,F,employee,0,,property
2,-2888.5517238004663,48,secondary education,1,married,0,M,business,0,34557.671,building a property
0,330174.4847063083,59,secondary education,1,married,0,F,retiree,0,14942.653,property
0,333718.49112749967,68,Bachelor's Degree,0,married,0,F,retiree,0,25778.003,transactions with commercial real estate
2,-2875.499547903885,29,bachelor's degree,0,unmarried,4,M,employee,0,42662.71900000001,purchase of the house
2,-146.00066306283634,37,secondary education,1,married,0,F,employee,1,12853.455,buying a second-hand car
3,-1872.663186426345,0,secondary education,1,married,0,F,employee,0,16346.633,housing renovation
0,348537.5001330709,66,secondary education,1,widow / widower,2,F,retiree,0,9830.631,car
0,-5538.96373102039,35,primary education,3,civil partnership,1,M,employee,1,19810.253,to become educated
0,396814.1840801792,57,secondary education,1,unmarried,4,F,retiree,0,14483.766,going to university
2,-1945.3766760759027,25,secondary education,1,civil partnership,1,M,business,0,52852.559,to have a wedding
0,-1481.2761428816516,44,secondary education,1,married,0,F,employee,0,7659.414000000002,buy commercial real estate
0,-8631.590122353682,64,secondary education,1,married,0,F,employee,0,25730.322,housing renovation
1,-2725.9705734796325,46,secondary education,1,civil partnership,1,M,employee,0,19562.113,to have a wedding
1,,23,Secondary Education,1,civil partnership,1,F,employee,1,,car
0,,44,Secondary Education,1,civil partnership,1,F,employee,0,,transactions with my real estate
0,,66,secondary education,1,married,0,F,retiree,0,,housing transactions
1,-1912.6526781783866,44,secondary education,1,married,0,M,business,0,33180.058,housing renovation
2,-4016.445178900168,33,secondary education,1,married,0,M,employee,0,36971.018,purchase of the house
0,384733.81603224203,56,secondary education,1,widow / widower,2,F,retiree,0,25986.582,buying my own car
0,-9488.078233698932,63,bachelor's degree,0,married,0,F,employee,0,16492.483,cars
0,-877.6474187514337,50,secondary education,1,married,0,M,business,1,13098.098,going to university
0,-9854.773564031651,45,secondary education,1,married,0,F,employee,0,16738.258,buying a second-hand car
0,-1382.864823354735,47,secondary education,1,married,0,M,employee,1,22886.818,purchase of my own house
0,-1303.9577949784834,28,secondary education,1,married,0,F,employee,0,13778.763,construction of own property
1,-710.680916165844,44,secondary education,1,married,0,F,employee,0,24550.335,housing renovation
0,-1006.2400540838852,35,secondary education,1,married,0,M,business,0,25677.319,to get a supplementary education
-1,-4417.703587995504,46,secondary education,1,civil partnership,1,F,employee,0,16450.615,profile education
0,-3675.617929176691,56,secondary education,1,married,0,F,employee,0,21341.368,property
0,360701.12656769156,65,secondary education,1,married,0,F,retiree,0,27041.489,property
4,-2220.384764836021,36,bachelor's degree,0,civil partnership,1,F,employee,0,53603.948,wedding ceremony
0,-884.5458974260507,27,secondary education,1,civil partnership,1,F,business,0,18021.287,buying a second-hand car
0,-741.1272798825229,43,BACHELOR'S DEGREE,0,married,0,F,employee,0,32531.739,buying property for renting out
0,-471.7627961551879,45,secondary education,1,married,0,F,employee,1,22941.339,building a property
1,-1082.7989506353101,44,secondary education,1,married,0,F,business,0,17783.56,second-hand car purchase
0,-1433.3817756275732,28,bachelor's degree,0,married,0,F,employee,0,37693.333,transactions with commercial real estate
1,-359.1939748533992,33,SECONDARY EDUCATION,1,civil partnership,1,M,employee,0,35680.26,having a wedding
0,-848.5856662408221,53,SECONDARY EDUCATION,1,married,0,M,employee,1,27903.376,building a property
2,-259.73715538018814,49,primary education,3,civil partnership,1,F,employee,0,31052.373,buy commercial real estate
2,-1684.7284630848926,25,secondary education,1,unmarried,4,F,civil servant,0,10087.689,supplementary education
0,367142.9473589339,66,secondary education,1,married,0,F,retiree,0,14875.842,transactions with commercial real estate
2,-7381.422128841863,36,secondary education,1,divorced,3,F,employee,1,7205.312,property
0,-801.5095055216783,61,secondary education,1,married,0,F,business,0,22119.802000000003,building a real estate
0,-223.3644276045744,22,secondary education,1,unmarried,4,F,civil servant,0,20428.472,transactions with commercial real estate
0,-916.3237369758148,28,bachelor's degree,0,married,0,M,civil servant,0,41777.794,housing renovation
0,385603.0411203265,63,secondary education,1,widow / widower,2,F,retiree,0,16320.201,property
0,-7813.942226451337,49,secondary education,1,married,0,M,business,0,25005.113,buy residential real estate
0,354218.71627235174,44,Secondary Education,1,married,0,F,retiree,0,7593.276999999999,going to university
1,,33,secondary education,1,civil partnership,1,M,employee,1,,buying property for renting out
